Symbol,Name,Market Cap,Country,Volume,Sector,Industry,,,,,,,,,Symbol,Sector,
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,19269964943,United States,2766327,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ALNY,Health Care,
ALOT,AstroNova Inc. Common Stock,118242417,United States,2565,Technology,Computer peripheral equipment,,,,,,,,,ALOT,Technology,
ALPA,Alpha Healthcare Acquisition Corp. III Class A Common Stock,187524375,United States,210,,,,,,,,,,,ALPA,,
ALPAU,Alpha Healthcare Acquisition Corp. III Units,0,United States,2902,,,,,,,,,,,ALPAU,,
ALPAW,Alpha Healthcare Acquisition Corp. III Warrant,0,United States,31420,,,,,,,,,,,ALPAW,,
ALPN,Alpine Immune Sciences Inc. Common Stock,365637035,United States,82005,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ALPN,Health Care,
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,521411460,United States,883085,Capital Goods,Metal Fabrications,,,,,,,,,ALPP,Capital Goods,
ALRM,Alarm.com Holdings Inc. Common Stock,4148934007,United States,137578,Technology,Computer Software: Prepackaged Software,,,,,,,,,ALRM,Technology,
ALRN,Aileron Therapeutics Inc. Common Stock,77713276,United States,534239,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ALRN,Health Care,
ALRS,Alerus Financial Corporation Common Stock,559781162,United States,4340,Finance,Commercial Banks,,,,,,,,,ALRS,Finance,
ALT,Altimmune Inc. Common Stock,448676489,United States,730859,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ALT,Health Care,
ALTM,Altus Midstream Company Class A Common Stock,1014428962,United States,71478,Energy,Oil & Gas Production,,,,,,,,,ALTM,Energy,
ALTO,Alto Ingredients Inc. Common Stock,393888353,United States,2069944,Basic Industries,Industrial Specialties,,,,,,,,,ALTO,Basic Industries,
ALTR,Altair Engineering Inc. Class A Common Stock,6052810527,United States,58706,Technology,Computer Software: Prepackaged Software,,,,,,,,,ALTR,Technology,
ALTU,Altitude Acquisition Corp. Class A Common Stock,370500000,United States,9694,,,,,,,,,,,ALTU,,
ALTUU,Altitude Acquisition Corp. Unit,0,United States,6,,,,,,,,,,,ALTUU,,
ALTUW,Altitude Acquisition Corp. Warrant,0,United States,74678,,,,,,,,,,,ALTUW,,
ALVR,AlloVir Inc. Common Stock,1497171321,United States,139438,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ALVR,Health Care,
ALXO,ALX Oncology Holdings Inc. Common Stock,2331410296,United States,73858,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ALXO,Health Care,
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,234019938,Canada,12963,,,,,,,,,,,ALYA,,
ALZN,Alzamend Neuro Inc. Common Stock,181595623,United States,486880,Consumer Durables,Specialty Chemicals,,,,,,,,,ALZN,Consumer Durables,
AMAL,Amalgamated Financial Corp. Common Stock (DE),588639841,United States,78333,Finance,Commercial Banks,,,,,,,,,AMAL,Finance,
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,133866350,United States,46861,,,,,,,,,,,AMAO,,
AMAOU,American Acquisition Opportunity Inc. Units,0,United States,101157,,,,,,,,,,,AMAOU,,
AMAOW,American Acquisition Opportunity Inc. Warrant,0,United States,26141,Finance,Business Services,,,,,,,,,AMAOW,Finance,
AMAT,Applied Materials Inc. Common Stock,1.23E+11,United States,6389041,Capital Goods,Industrial Machinery/Components,,,,,,,,,AMAT,Capital Goods,
AMBA,Ambarella Inc. Ordinary Shares,6945510707,United States,442384,Technology,Semiconductors,,,,,,,,,AMBA,Technology,
AMCI,AMCI Acquisition Corp. II Class A Common Stock,187524375,United States,2393,,,,,,,,,,,AMCI,,
AMCIU,AMCI Acquisition Corp. II Units,0,United States,410,,,,,,,,,,,AMCIU,,
AMCIW,AMCI Acquisition Corp. II Warrant,0,United States,43343,,,,,,,,,,,AMCIW,,
AMCX,AMC Networks Inc. Class A Common Stock,1714801043,United States,176261,Consumer Services,Broadcasting,,,,,,,,,AMCX,Consumer Services,
AMD,Advanced Micro Devices Inc. Common Stock,1.47E+11,United States,57956406,Technology,Semiconductors,,,,,,,,,AMD,Technology,
AMED,Amedisys Inc Common Stock,5578759711,United States,438401,Health Care,Medical/Nursing Services,,,,,,,,,AMED,Health Care,
AMEH,Apollo Medical Holdings Inc. Common Stock,3212716814,United States,340740,Health Care,Managed Health Care,,,,,,,,,AMEH,Health Care,
AMGN,Amgen Inc. Common Stock,1.18E+11,United States,2166467,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,AMGN,Health Care,
AMKR,Amkor Technology Inc. Common Stock,5409769739,United States,1197393,Technology,Semiconductors,,,,,,,,,AMKR,Technology,
AMNB,American National Bankshares Inc. Common Stock,398914580,United States,13702,Finance,Major Banks,,,,,,,,,AMNB,Finance,
AMOT,Allied Motion Technologies Inc.,518114446,United States,11766,Capital Goods,Electrical Products,,,,,,,,,AMOT,Capital Goods,
AMPG,Amplitech Group Inc. Common Stock,32329102,United States,227388,Capital Goods,Industrial Machinery/Components,,,,,,,,,AMPG,Capital Goods,
AMPGW,Amplitech Group Inc. Warrants,0,United States,6100,Capital Goods,Industrial Machinery/Components,,,,,,,,,AMPGW,Capital Goods,
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,871294458,United States,89824,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,AMPH,Health Care,
AMPL,Amplitude Inc. Class A Common Stock,7504289000,United States,590542,Technology,EDP Services,,,,,,,,,AMPL,Technology,
AMRK,A-Mark Precious Metals Inc. Common Stock,821551132,United States,91260,Finance,Investment Bankers/Brokers/Service,,,,,,,,,AMRK,Finance,
AMRN,Amarin Corporation plc,1846062227,Ireland,2860128,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,AMRN,Health Care,
AMRS,Amyris Inc. Common Stock,4504252980,United States,2108091,Basic Industries,Industrial Specialties,,,,,,,,,AMRS,Basic Industries,
AMSC,American Superconductor Corporation Common Stock,515572021,United States,230695,Capital Goods,Office Equipment/Supplies/Services,,,,,,,,,AMSC,Capital Goods,
AMSF,AMERISAFE Inc. Common Stock,1157002227,United States,89218,Finance,Accident &Health Insurance,,,,,,,,,AMSF,Finance,
AMST,Amesite Inc. Common Stock,35820518,United States,76491,Technology,Computer Software: Prepackaged Software,,,,,,,,,AMST,Technology,
AMSWA,American Software Inc. Class A Common Stock,943389260,United States,68137,Technology,Computer Software: Prepackaged Software,,,,,,,,,AMSWA,Technology,
AMTB,Amerant Bancorp Inc. Class A Common Stock,1000156575,United States,41908,Finance,Major Banks,,,,,,,,,AMTB,Finance,
AMTBB,Amerant Bancorp Inc. Class B Common Stock,931180260,United States,6555,Finance,Major Banks,,,,,,,,,AMTBB,Finance,
AMTI,Applied Molecular Transport Inc. Common Stock,870702841,United States,129793,Consumer Durables,Specialty Chemicals,,,,,,,,,AMTI,Consumer Durables,
AMTX,Aemetis Inc. Common Stock,612875259,United States,522360,Energy,Oilfield Services/Equipment,,,,,,,,,AMTX,Energy,
AMWD,American Woodmark Corporation Common Stock,1144700669,United States,90486,Consumer Durables,Building Products,,,,,,,,,AMWD,Consumer Durables,
AMYT,Amryt Pharma plc American Depositary Shares,673105455,United Kingdom,33308,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,AMYT,Health Care,
AMZN,Amazon.com Inc. Common Stock,1.75E+12,United States,5645824,Consumer Services,Catalog/Specialty Distribution,,,,,,,,,AMZN,Consumer Services,
ANAB,AnaptysBio Inc. Common Stock,902831845,United States,136372,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ANAB,Health Care,
ANAT,American National Group Inc. Common Stock,5089209216,United States,24310,Finance,Life Insurance,,,,,,,,,ANAT,Finance,
ANDE,Andersons Inc. (The) Common Stock,1126953881,United States,89588,Consumer Non-Durables,Tobacco,,,,,,,,,ANDE,Consumer Non-Durables,
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,149872120,United States,423,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ANEB,Health Care,
ANGI,Angi Inc. Class A Common Stock,6357898647,United States,802403,Technology,EDP Services,,,,,,,,,ANGI,Technology,
ANGN,Angion Biomedica Corp. Common Stock,122471420,United States,790082,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ANGN,Health Care,
ANGO,AngioDynamics Inc. Common Stock,1099604847,United States,134120,Health Care,Medical/Dental Instruments,,,,,,,,,ANGO,Health Care,
ANIK,Anika Therapeutics Inc. Common Stock,617161368,United States,43778,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,,,ANIK,Health Care,
ANIP,ANI Pharmaceuticals Inc.,493228484,United States,62810,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,ANIP,Health Care,
ANIX,Anixa Biosciences Inc. Common Stock,143759544,United States,166713,Health Care,Medical Specialities,,,,,,,,,ANIX,Health Care,
ANNX,Annexon Inc. Common Stock,644748882,United States,112442,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ANNX,Health Care,
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,29907631,China,39539,Health Care,Medical Specialities,,,,,,,,,ANPC,Health Care,
ANSS,ANSYS Inc. Common Stock,32718823600,United States,227143,Technology,Computer Software: Prepackaged Software,,,,,,,,,ANSS,Technology,
ANTE,AirNet Technology Inc. American Depositary Shares,41641210,China,31763,Technology,Advertising,,,,,,,,,ANTE,Technology,
ANY,Sphere 3D Corp. Common Shares,374615063,Canada,10114725,,,,,,,,,,,ANY,,
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,517171875,United States,82,,,,,,,,,,,ANZU,,
ANZUU,Anzu Special Acquisition Corp I Units,0,United States,1,,,,,,,,,,,ANZUU,,
ANZUW,Anzu Special Acquisition Corp I Warrant,0,United States,3651,,,,,,,,,,,ANZUW,,
AOSL,Alpha and Omega Semiconductor Limited Common Shares,929828061,Bermuda,374993,Technology,Semiconductors,,,,,,,,,AOSL,Technology,
AOUT,American Outdoor Brands Inc. Common Stock ,313111619,United States,288137,,,,,,,,,,,AOUT,,
APA,APA Corporation Common Stock,10236823276,United States,10172090,Energy,Oil & Gas Production,,,,,,,,,APA,Energy,
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,254925000,United States,48,,,,,,,,,,,APAC,,
APACU,StoneBridge Acquisition Corporation Unit,0,United States,2,,,,,,,,,,,APACU,,
APACW,StoneBridge Acquisition Corporation Warrant,0,United States,5360,,,,,,,,,,,APACW,,
APDN,Applied DNA Sciences Inc. Common Stock,41173660,United States,44502,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,,,APDN,Health Care,
APEI,American Public Education Inc. Common Stock,467357475,United States,39366,Miscellaneous,Other Consumer Services,,,,,,,,,APEI,Miscellaneous,
APEN,Apollo Endosurgery Inc. Common Stock,375547018,United States,33844,Health Care,Industrial Specialties,,,,,,,,,APEN,Health Care,
API,Agora Inc. American Depositary Shares,2786688892,China,1111823,Technology,Computer Software: Prepackaged Software,,,,,,,,,API,Technology,
APLS,Apellis Pharmaceuticals Inc. Common Stock,2744083609,United States,573547,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,APLS,Health Care,
APLT,Applied Therapeutics Inc. Common Stock,405494680,United States,28498,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,APLT,Health Care,
APM,Aptorum Group Limited Class A Ordinary Shares,86929304,Hong Kong,85232,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,APM,Health Care,
APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,188296875,United States,151,,,,,,,,,,,APMI,,
APMIU,AxonPrime Infrastructure Acquisition Corporation Unit,0,United States,201,,,,,,,,,,,APMIU,,
APMIW,AxonPrime Infrastructure Acquisition Corporation Warrants,0,United States,57465,,,,,,,,,,,APMIW,,
APOG,Apogee Enterprises Inc. Common Stock,1046574970,United States,82037,,,,,,,,,,,APOG,,
APOP,Cellect Biotechnology Ltd. American Depositary Shares,12912316,Israel,17418,Health Care,Medical/Dental Instruments,,,,,,,,,APOP,Health Care,
APP,Applovin Corporation Class A Common Stock,36453048847,United States,1548438,Technology,EDP Services,,,,,,,,,APP,Technology,
APPF,AppFolio Inc. Class A Common Stock,4605125136,United States,57534,Technology,EDP Services,,,,,,,,,APPF,Technology,
APPH,AppHarvest Inc. Common Stock,596682892,United States,2730919,,Farming/Seeds/Milling,,,,,,,,,APPH,,
APPHW,AppHarvest Inc. Warrants,0,United States,156062,,Farming/Seeds/Milling,,,,,,,,,APPHW,,
APPN,Appian Corporation Class A Common Stock,6924142721,United States,283347,Technology,EDP Services,,,,,,,,,APPN,Technology,
APPS,Digital Turbine Inc. Common Stock,8437256633,United States,3055470,Technology,Computer Software: Prepackaged Software,,,,,,,,,APPS,Technology,
APR,Apria Inc. Common Stock,1286861447,United States,345093,Health Care,Medical/Dental Instruments,,,,,,,,,APR,Health Care,
APRE,Aprea Therapeutics Inc. Common stock,105934135,United States,556138,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,APRE,Health Care,
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,351771225,United States,272527,,,,,,,,,,,APTM,,
APTMU,Alpha Partners Technology Merger Corp. Unit,0,United States,200,,,,,,,,,,,APTMU,,
APTMW,Alpha Partners Technology Merger Corp. Warrant,0,United States,29500,,,,,,,,,,,APTMW,,
APTO,Aptose Biosciences Inc. Common Shares,192129287,Canada,1415904,,,,,,,,,,,APTO,,
APTX,Aptinyx Inc. Common Stock,149651737,United States,82804,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,APTX,Health Care,
APVO,Aptevo Therapeutics Inc. Common Stock,73507745,United States,41510,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,APVO,Health Care,
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),40913130,Taiwan,149297,Basic Industries,Telecommunications Equipment,,,,,,,,,APWC,Basic Industries,
APYX,Apyx Medical Corporation Common Stock,485666898,United States,70085,Health Care,Medical/Dental Instruments,,,,,,,,,APYX,Health Care,
AQB,AquaBounty Technologies Inc. Common Stock,283392695,United States,457335,,,,,,,,,,,AQB,,
AQMS,Aqua Metals Inc. Common Stock,125718108,United States,1461560,Public Utilities,Environmental Services,,,,,,,,,AQMS,Public Utilities,
AQST,Aquestive Therapeutics Inc. Common Stock,196376648,United States,420933,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,AQST,Health Care,
ARAV,Aravive Inc. Common Stock,75191835,United States,34183,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ARAV,Health Care,
ARAY,Accuray Incorporated Common Stock,410545548,United States,742982,Health Care,Medical/Dental Instruments,,,,,,,,,ARAY,Health Care,
ARBE,Arbe Robotics Ltd. Ordinary Shares,524998500,Israel,62166,,,,,,,,,,,ARBE,,
ARBEW,Arbe Robotics Ltd. Warrant,0,Israel,21280,,,,,,,,,,,ARBEW,,
ARBG,Aequi Acquisition Corp. Class A Common Stock,280600000,United States,68155,,,,,,,,,,,ARBG,,
ARBGU,Aequi Acquisition Corp. Unit,0,United States,253,,,,,,,,,,,ARBGU,,
ARBGW,Aequi Acquisition Corp. warrants,0,United States,3285,,,,,,,,,,,ARBGW,,
ARBK,Argo Blockchain plc American Depositary Shares,759475869,United Kingdom,589432,,,,,,,,,,,ARBK,,
ARCB,ArcBest Corporation Common Stock,2368676051,United States,728003,Transportation,Trucking Freight/Courier Services,,,,,,,,,ARCB,Transportation,
ARCC,Ares Capital Corporation Common Stock,9998360476,United States,1351212,Finance,Finance/Investors Services,,,,,,,,,ARCC,Finance,
ARCE,Arco Platform Limited Class A Common Shares,1007968815,Brazil,243124,Miscellaneous,Service to the Health Industry,,,,,,,,,ARCE,Miscellaneous,
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,1247640179,Israel,285723,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ARCT,Health Care,
ARDS,Aridis Pharmaceuticals Inc. Common Stock,52585317,United States,21425,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ARDS,Health Care,
ARDX,Ardelyx Inc. Common Stock,124774002,United States,3303160,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ARDX,Health Care,
AREC,American Resources Corporation Class A Common Stock,147756168,United States,2276315,,,,,,,,,,,AREC,,
ARGUU,Argus Capital Corp. Unit,0,United States,14434,,,,,,,,,,,ARGUU,,
ARGX,argenx SE American Depositary Shares,14466963347,Netherlands,352963,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,ARGX,Health Care,
ARKO,ARKO Corp. Common Stock,1194506928,United States,204807,Consumer Services,Food Chains,,,,,,,,,ARKO,Consumer Services,
ARKOW,ARKO Corp. Warrant,0,United States,1004,Consumer Non-Durables,Food Chains,,,,,,,,,ARKOW,Consumer Non-Durables,
ARKR,Ark Restaurants Corp. Common Stock,55439789,United States,3829,Consumer Services,Restaurants,,,,,,,,,ARKR,Consumer Services,
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,1526342628,United States,485895,Energy,Coal Mining,,,,,,,,,ARLP,Energy,
ARNA,Arena Pharmaceuticals Inc. Common Stock,3540483896,United States,1880705,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ARNA,Health Care,
AROW,Arrow Financial Corporation Common Stock,569515779,United States,10726,Finance,Major Banks,,,,,,,,,AROW,Finance,
ARQQ,Arqit Quantum Inc. Ordinary Shares,2154117334,United Kingdom,619166,,,,,,,,,,,ARQQ,,
ARQQW,Arqit Quantum Inc. Warrants,0,United Kingdom,94914,,,,,,,,,,,ARQQW,,
ARQT,Arcutis Biotherapeutics Inc. Common Stock,1087232314,United States,74030,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ARQT,Health Care,
ARRW,Arrowroot Acquisition Corp. Class A common stock,349671875,United States,93845,,,,,,,,,,,ARRW,,
ARRWU,Arrowroot Acquisition Corp. Unit,0,United States,1,,,,,,,,,,,ARRWU,,
ARRWW,Arrowroot Acquisition Corp. Warrant,0,United States,529,,,,,,,,,,,ARRWW,,
ARRY,Array Technologies Inc. Common Stock,2530339288,United States,3324650,Technology,Semiconductors,,,,,,,,,ARRY,Technology,
